,GaitSpeed,LeadingCadence,TrailingCadence,iSLS,iDLS,tSLS,tDLS,StrideLength,LeadingStepLength,TrailingStepLength,LeadingStepWidth,TrailingStepWidth
0,920.5814806985932,114.28571428571428,126.31578947368422,0.41,0.115,0.39,0.085,1002.0400507731822,556.1351287121097,445.9049220610725,84.38961940424855,29.357148940566674
1,845.749019254145,111.1111111111111,108.1081081081081,0.3881278538812785,0.1050228310502283,0.4155251141552511,0.091324200913242,971.920910391821,525.5636838379476,446.3572265538735,108.30856122012051,75.83325606248962
2,833.1952653060657,101.69491525423729,114.28571428571428,0.42152466367713004,0.10762331838565023,0.3901345291479821,0.08071748878923767,999.0543119432984,546.6989467293974,452.355365213901,119.36013592791329,49.24992124514216
3,1033.0172824231336,117.6470588235294,141.1764705882353,0.43315508021390375,0.11229946524064172,0.35294117647058826,0.10160427807486631,1098.0272102813067,630.4836459596625,467.5435643216442,129.75623181178912,115.57163819416763
4,997.3124010798812,114.28571428571428,131.86813186813185,0.42346938775510207,0.11224489795918367,0.3520408163265306,0.11224489795918367,1078.6339309594628,621.8147231537589,456.81920780570374,88.23469181480866,66.07270765479197
5,1013.7589514336012,116.50485436893203,125.0,0.4221105527638191,0.09547738693467336,0.39195979899497485,0.09045226130653267,1172.6168341974549,652.4246279898589,520.1922062075959,74.43742271359494,100.19915079355297
6,1057.549901367859,127.65957446808511,127.65957446808511,0.425531914893617,0.07446808510638298,0.39361702127659576,0.10638297872340426,1095.0353348547897,563.9318295127669,531.1035053420227,158.4789593475665,168.25921437715414
7,1069.9099102964265,131.86813186813185,129.03225806451613,0.3967391304347826,0.09782608695652174,0.40217391304347827,0.10326086956521739,1074.0817786736432,551.8940160916338,522.1877625820093,140.6066276309636,154.35250193514176
8,1101.8294687380974,121.21212121212122,134.8314606741573,0.43617021276595747,0.09042553191489362,0.3776595744680851,0.09574468085106383,1132.2290601607444,641.6753255790657,490.5537345816788,149.50051169231182,130.01135212971025
9,846.2398598035874,113.20754716981132,113.20754716981132,0.3915094339622642,0.10849056603773585,0.41509433962264153,0.08490566037735849,912.5975528102543,441.05876057158434,471.53879223867,126.14884285505576,106.88910098503021
10,840.7011769029873,113.20754716981132,110.09174311926604,0.3813953488372093,0.11162790697674418,0.413953488372093,0.09302325581395349,925.9649249875226,448.65950920764703,477.3054157798756,119.40385467325058,108.08547376888902
11,784.7170059143292,106.19469026548674,107.14285714285714,0.36444444444444446,0.13777777777777778,0.39555555555555555,0.10222222222222223,922.057497846318,477.02940116376817,445.02809668254986,76.40778220162281,108.13951600340715
12,891.4088321443746,121.21212121212122,131.86813186813185,0.39473684210526316,0.12631578947368421,0.38421052631578945,0.09473684210526316,903.9016440269811,463.2694437087257,440.6322003182554,117.72337963522915,202.460768015984
13,860.5316726729286,121.21212121212122,116.50485436893203,0.3712871287128713,0.1188118811881188,0.41089108910891087,0.09900990099009901,933.6198594712046,484.46970008565995,449.1501593855446,94.54414390354157,175.89874776100274
14,955.2176340286297,113.20754716981132,118.81188118811882,0.40096618357487923,0.1111111111111111,0.37681159420289856,0.1111111111111111,1082.6542549787534,566.1688370432889,516.4854179354645,146.5194147516448,109.15881067906028
15,1125.2195193281764,118.81188118811882,136.36363636363637,0.4126984126984127,0.12169312169312169,0.38095238095238093,0.08465608465608465,1123.3020604031815,639.4967794067998,483.8052809963817,161.961479279297,76.19560496903148
16,1220.1890397594987,112.14953271028037,139.53488372093022,0.44559585492227977,0.10880829015544041,0.34196891191709844,0.10362694300518134,1369.1567331792673,839.1408444478279,530.0158887314394,67.20282014105081,114.96052090840499
17,1143.8257056252178,127.65957446808511,150.0,0.4425287356321839,0.09770114942528736,0.3620689655172414,0.09770114942528736,1121.7509442227824,624.599183149104,497.15176107367836,120.75215432848671,82.1554872018267
18,808.2700361562048,116.50485436893203,114.28571428571428,0.3942307692307692,0.10096153846153846,0.40865384615384615,0.09615384615384616,872.0615527480256,427.1256507270966,444.935902020929,121.93704218145473,94.18291891124056
19,789.5085381288568,117.6470588235294,115.38461538461539,0.3786407766990291,0.11650485436893204,0.41262135922330095,0.09223300970873786,850.5768928553903,414.11465423600043,436.46223861938984,75.66723453490735,102.44087879755642
20,960.4774785902663,109.09090909090908,118.81188118811882,0.4265402843601896,0.0947867298578199,0.3886255924170616,0.09004739336492891,1109.3556363968962,598.0301593864372,511.32547701045905,191.02515921385918,114.88542925675682
